as.character(comp),Name,Protein_Classification,
Compound_8045,Transitional endoplasmic reticulum ATPase,Transporter,N=C1NC2=C(C=CC=C2)N1C3=NC4=C(C(NCC5=CC=CC=C5)=N3)CCCC4
Compound_8050,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC(OC)=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1C
Compound_8050,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC(OC)=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1C
Compound_8050,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC(OC)=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1C
Compound_8051,Carbonic anhydrase IX,Lyases,COC(C=C1)=CC=C1C2CC(C3=CC=C(N(C)C)C=C3)=NN2C4=CC=C(S(=O)(N)=O)C=C4
Compound_8056,DNA damage-inducible transcript 3 protein,Other,O=S(N1CCNCC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_8056,DNA damage-inducible transcript 3 protein,Other,O=S(N1CCNCC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_8057,Phosphodiesterase 5A,Hydrolases,O=[N+](C1=CC(C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2)=CC=C1)[O-]
Compound_8096,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(Cl)C=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8096,Heat shock protein HSP 90-beta,Other,O=C1C(C2=CC=C(Cl)C=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8096,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(Cl)C=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8134,Kappa opioid receptor,GPCR,O=C(NCCCN1CCN(C2=CC=C(OC)C=C2)CC1)CN(C3=O)C4=NC=CC(C)=C4N5C3=CC=C5
Compound_8134,Kappa opioid receptor,GPCR,O=C(NCCCN1CCN(C2=CC=C(OC)C=C2)CC1)CN(C3=O)C4=NC=CC(C)=C4N5C3=CC=C5
Compound_8135,Beta-glucocerebrosidase,Hydrolases,ClC1=CC=CC=C1CNC2=C3C=CC=CC3=NC(C4=CC=CC=C4)=N2
Compound_8166,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC(OC)=C2)=C(NC(C3=CC=CC=C3)=O)C(C4=CC=CC=C41)=O
Compound_8167,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C3=CC=CC=C3OC)=O)C(C4=CC=CC=C41)=O
Compound_8168,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC(OC)=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8168,Heat shock protein HSP 90-beta,Other,O=C1C(C2=CC=CC(OC)=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8168,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC(OC)=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8172,DNA damage-inducible transcript 3 protein,Other,FC1CCN(S(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)(=O)=O)CC1
Compound_8172,DNA damage-inducible transcript 3 protein,Other,FC1CCN(S(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)(=O)=O)CC1
Compound_8177,D-amino-acid oxidase,Oxidoreductases,O=C1C=C(CSC2=NC=CC=N2)OC=C1O
Compound_8226,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC(C)=C2)=O)=CC=C1)C3=C(OCC)C=CC=C3
Compound_8226,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC(C)=C2)=O)=CC=C1)C3=C(OCC)C=CC=C3
Compound_8226,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC(C)=C2)=O)=CC=C1)C3=C(OCC)C=CC=C3
Compound_8226,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC(C)=C2)=O)=CC=C1)C3=C(OCC)C=CC=C3
Compound_8226,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC(C)=C2)=O)=CC=C1)C3=C(OCC)C=CC=C3
Compound_8226,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC(C)=C2)=O)=CC=C1)C3=C(OCC)C=CC=C3
Compound_8227,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8227,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8227,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=CC=C3)=O)=C2
Compound_8238,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=CC=C1CNC2=C(C3=CC(OCO4)=C4C=C3)C=NC=N2
Compound_8275,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,ClC(C=C1)=C(NC(CN2CCN(C3=CC=C(O)C=C3)CC2)=O)C=C1S(N4CCOCC4)(=O)=O
Compound_8278,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8278,Heat shock protein HSP 90-beta,Other,O=C1C(C2=CC=CC=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8278,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8280,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C3=CC=C(OC)C=C3)=O)C(C4=CC=CC=C41)=O
Compound_8280,Heat shock protein HSP 90-beta,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C3=CC=C(OC)C=C3)=O)C(C4=CC=CC=C41)=O
Compound_8281,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C3=CC=CC(OC)=C3)=O)C(C4=CC=CC=C41)=O
Compound_8282,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC(Cl)=C2)=C(NC(C)=O)C(C3=CC=CC=C31)=O
Compound_8288,"Nitric-oxide synthase, brain",Oxidoreductases,NC(SCCC1=CC(CCSC(N)=N)=CC=C1)=N
Compound_8288,"Nitric-oxide synthase, brain",Oxidoreductases,NC(SCCC1=CC(CCSC(N)=N)=CC=C1)=N
Compound_8306,Transitional endoplasmic reticulum ATPase,Transporter,CS(=O)(O)=O.NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8319,Dopamine D1 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8319,Dopamine D1 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8319,Dopamine D2 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8319,Dopamine D1 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8319,Dopamine D2 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8319,Dopamine D2 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8319,Dopamine D2 receptor,GPCR,OC1=C(O)C=CC2=C1C3=C4[C@@](N(C)CCC4=CC=C3)(C2)[H].Cl
Compound_8361,Beta-glucocerebrosidase,Hydrolases,FC(C=CC=C1)=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8362,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CCNC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8362,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CCNC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8362,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CCNC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8371,Lysine-specific demethylase 4A,Oxidoreductases,COC1=CC(OC)=C([C@@H](C2=CC=C(N(C)C)C=C2)CCN3CCN(C4=CC=CC=C4)CC3)C(O5)=C1C=CC5=O
Compound_8403,Dopamine D4 receptor,GPCR,C1(CN2CCN(C3=NC=CC=C3)CC2)=NC4=CC=CC=C4N1
Compound_8403,Dopamine D4 receptor,GPCR,C1(CN2CCN(C3=NC=CC=C3)CC2)=NC4=CC=CC=C4N1
Compound_8403,Dopamine D4 receptor,GPCR,C1(CN2CCN(C3=NC=CC=C3)CC2)=NC4=CC=CC=C4N1
Compound_8403,Dopamine D4 receptor,GPCR,C1(CN2CCN(C3=NC=CC=C3)CC2)=NC4=CC=CC=C4N1
Compound_8420,Carbonic anhydrase IX,Lyases,O=C(C=C)NC1=CC=C(S(=O)(N)=O)C=C1
Compound_8420,Carbonic anhydrase IX,Lyases,O=C(C=C)NC1=CC=C(S(=O)(N)=O)C=C1
Compound_8420,Carbonic anhydrase VII,Lyases,O=C(C=C)NC1=CC=C(S(=O)(N)=O)C=C1
Compound_8420,Carbonic anhydrase IX,Lyases,O=C(C=C)NC1=CC=C(S(=O)(N)=O)C=C1
Compound_8423,Geminin,Other,O=C([C@@H]1N(C2=CC=CC=C2)N=C(C3=CC=CC=C3)[C@H]1C4=CC=CC=C4)N5C(OCC5)=O
Compound_8453,Kappa opioid receptor,GPCR,O=C([C@](C)(CC)N(CC1=CC=CO1)C(C2=NC=CC=C2)=O)NC3CCCCC3
Compound_8464,Heat shock protein HSP 90-alpha,Other,O=C1C(C=CC=C2)=C2C(C(NC(C3=CC=C(C=C3)OC)=O)=C1C4=CC=CC=C4)=O
Compound_8464,Heat shock protein HSP 90-beta,Other,O=C1C(C=CC=C2)=C2C(C(NC(C3=CC=C(C=C3)OC)=O)=C1C4=CC=CC=C4)=O
Compound_8482,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC(C)=C1
Compound_8482,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC(C)=C1
Compound_8491,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=C(C(OC)=O)C=C1)C2=CC=CC=C2
Compound_8491,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=C(C(OC)=O)C=C1)C2=CC=CC=C2
Compound_8493,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN(C3CCCCC3)C)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8493,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN(C3CCCCC3)C)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8493,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN(C3CCCCC3)C)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8493,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN(C3CCCCC3)C)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8512,Estrogen receptor alpha,NHR,OC1=CC=C(C(C)(C)C2=CC=CC=C2)C=C1
Compound_8517,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=CC=C1NC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2
Compound_8519,Toll-like receptor 9,Other,O=C(C1=C(Cl)C=NC(S(CC2=CC=CC=C2)(=O)=O)=N1)NC3=CC=C(NC(C)=O)C=C3
Compound_8550,Nuclear factor NF-kappa-B p100/p49 subunits,Other,FC1=CC=C(C2=NOC(C3=CC=CS3)=N2)C=C1
Compound_8556,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N2CCN(C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=C(C)C=C6)=NN53)CC2
Compound_8587,Carbonic anhydrase XIII,Lyases,OC1=C(O)C(OC)=CC2=C1OC(C=C2)=O
Compound_8587,Carbonic anhydrase XII,Lyases,OC1=C(O)C(OC)=CC2=C1OC(C=C2)=O
Compound_8587,Carbonic anhydrase XII,Lyases,OC1=C(O)C(OC)=CC2=C1OC(C=C2)=O
Compound_8587,Carbonic anhydrase VII,Lyases,OC1=C(O)C(OC)=CC2=C1OC(C=C2)=O
Compound_8602,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC3=CC=CC=C3)C=C2)=C(NC(C)=O)C(C4=CC=CC=C41)=O
Compound_8623,Dual specificty protein kinase CLK1,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NC4=CC=C(OCO5)C5=C4)=N1
Compound_8623,Dual specificty protein kinase CLK1,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NC4=CC=C(OCO5)C5=C4)=N1
Compound_8623,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,C1(C2=CC=C(OCO3)C3=C2)=CC=NC(NC4=CC=C(OCO5)C5=C4)=N1
Compound_8638,Kappa opioid receptor,GPCR,O=S(C1=CC=C(CCCC)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)C(C)C)=O)C=C2)=O
Compound_8638,Kappa opioid receptor,GPCR,O=S(C1=CC=C(CCCC)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)C(C)C)=O)C=C2)=O
Compound_8649,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3.Cl
Compound_8651,Cytochrome P450 2D6,Oxidoreductases,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8651,Cytochrome P450 3A4,Oxidoreductases,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8651,Cytochrome P450 1A2,Oxidoreductases,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8651,Ubiquitin carboxyl-terminal hydrolase 1,Protease,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8651,Beta-glucocerebrosidase,Hydrolases,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8651,Cytochrome P450 3A4,Oxidoreductases,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8651,Cytochrome P450 1A2,Oxidoreductases,ClC1=CC=CC=C1C2=NC3=CC=CC=C3C(NCC4=CC=CC=C4)=N2
Compound_8663,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N2CCN(C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC(Cl)=C6)=NN53)CC2
Compound_8666,Transitional endoplasmic reticulum ATPase,Transporter,CS(=O)(O)=O.NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8684,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CCNC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8684,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CCNC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8684,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CCNC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8694,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CNC3=CC=CC=C3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8694,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CNC3=CC=CC=C3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8694,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CNC3=CC=CC=C3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8694,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CNC3=CC=CC=C3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8720,Monoamine oxidase B,Oxidoreductases,OC(C=C1)=CC=C1C(/C=C/C2=C(O)C=C(OC)C=C2)=O
Compound_8736,Toll-like receptor 9,Other,O=C(C1=C(Cl)C=NC(S(CC2=CC=CC=C2)(=O)=O)=N1)NC3=CC=C(CC)C=C3
Compound_8747,Apoptotic protease-activating factor 1,Other,O=C(C(NC1=CC=C(C(O)=O)C=C1)=C/C2=N/S(C3=CC=CS3)(=O)=O)C4=C2C=CC=C4
Compound_8747,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C(C(NC1=CC=C(C(O)=O)C=C1)=C/C2=N/S(C3=CC=CS3)(=O)=O)C4=C2C=CC=C4
Compound_8747,Ubiquitin carboxyl-terminal hydrolase 1,Protease,O=C(C(NC1=CC=C(C(O)=O)C=C1)=C/C2=N/S(C3=CC=CS3)(=O)=O)C4=C2C=CC=C4
Compound_8747,Putative hexokinase HKDC1,Kinase,O=C(C(NC1=CC=C(C(O)=O)C=C1)=C/C2=N/S(C3=CC=CS3)(=O)=O)C4=C2C=CC=C4
Compound_8774,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Carbonic anhydrase I,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Geminin,Other,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8774,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2C(C3=CC=C(OC)C=C3)CC(C4=CC=CC=C4)=N2)(N)=O
Compound_8776,Cytochrome P450 1A2,Oxidoreductases,FC1=CC=C(CNC2=C3C=CC=CC3=NC(C4=CC=CC=C4)=N2)C=C1
Compound_8776,Beta-glucocerebrosidase,Hydrolases,FC1=CC=C(CNC2=C3C=CC=CC3=NC(C4=CC=CC=C4)=N2)C=C1
Compound_8776,Phosphodiesterase 5A,Hydrolases,FC1=CC=C(CNC2=C3C=CC=CC3=NC(C4=CC=CC=C4)=N2)C=C1
Compound_8778,Heat shock 70 kDa protein 1,N/A,OC1=CC=CC2=C1NC(C(O)=O)C3C2C=CC3
Compound_8778,Heat shock 70 kDa protein 1,N/A,OC1=CC=CC2=C1NC(C(O)=O)C3C2C=CC3
Compound_8802,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCOCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8802,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCOCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8802,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCOCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_8808,ATP-binding cassette sub-family G member 2,Transporter,O=C1C2=C(C(C=CC=C3)=C3C=C2)OC(C4=CC(OC)=C(OC)C=C4)=C1O
Compound_8808,ATP-binding cassette sub-family G member 2,Transporter,O=C1C2=C(C(C=CC=C3)=C3C=C2)OC(C4=CC(OC)=C(OC)C=C4)=C1O
Compound_8811,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3
Compound_8834,Histamine H1 receptor,GPCR,OC(C1=CC=CC=C1)(C2CCN(CCCC(O)C3=CC=C(C(O)=O)C=C3)CC2)C4=CC=CC=C4
Compound_8849,"Alkaline phosphatase, tissue-nonspecific isozyme",Hydrolases,OC(C1=NNC(C2=CC=CC=C2)=C1)=O
Compound_8861,P-glycoprotein 1,Transporter,O=C(C=C(C1=CC=C(O)C=C1)O2)C3=C2C=C(OC)C(OC)=C3OC
Compound_8861,ATP-binding cassette sub-family G member 2,Transporter,O=C(C=C(C1=CC=C(O)C=C1)O2)C3=C2C=C(OC)C(OC)=C3OC
Compound_8861,Xanthine dehydrogenase,Oxidoreductases,O=C(C=C(C1=CC=C(O)C=C1)O2)C3=C2C=C(OC)C(OC)=C3OC
Compound_8877,P-glycoprotein 1,Transporter,ClC1=CC(C2=NN3C(N=C(C4=CC=CC=C4)C=C3N5CCN(C(C6=COC=C6)=O)CC5)=C2)=CC=C1
Compound_8880,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC=C2)SC3=CC=C(OC)C=C31
Compound_8880,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=CC=C2)SC3=CC=C(OC)C=C31
Compound_8880,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=CC=C2)SC3=CC=C(OC)C=C31
Compound_8934,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,CC1=CC=C(NC(C2=CC=C(NC(C3=CC=CO3)=O)C=C2)=N4)C4=C1
Compound_8934,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,CC1=CC=C(NC(C2=CC=C(NC(C3=CC=CO3)=O)C=C2)=N4)C4=C1
Compound_8937,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC=C6OC)=NN53
Compound_8966,Beta-glucocerebrosidase,Hydrolases,CC1=CC(C2=NC(NCC3=CC=C(F)C=C3)=C4C=CC=CC4=N2)=CC=C1
Compound_8976,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=C(C)C(C)=NC4=CC(C5=CC=C(OC)C=C5)=NN43
Compound_8993,DNA damage-inducible transcript 3 protein,Other,O=S(C1CCOCC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_9001,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C(O)CCC1=CC=C(C2=CC=C(Br)C=C2)N1C3=CC=C(O)C=C3
Compound_9002,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9002,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9002,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9002,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9002,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9002,Macrophage migration inhibitory factor,Isomerases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9002,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=C(Cl)C=C2)SC3=C1C=C(F)C=C3
Compound_9033,Dopamine D1 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9033,Dopamine D1 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9033,Dopamine D2 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9033,Dopamine D1 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9033,Dopamine D2 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9033,Dopamine D2 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9033,Dopamine D2 receptor,GPCR,CN(CC1)[C@@]2([H])CC3=CC=C(O)C(O)=C3C4=C2C1=CC=C4
Compound_9043,Mannose-6-phosphate isomerase,Isomerases,ClC1=C([H])C([H])=C([H])C([H])=C1N2SC3=C([H])C([H])=C([H])C([H])=C3C2=O
Compound_9043,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,ClC1=C([H])C([H])=C([H])C([H])=C1N2SC3=C([H])C([H])=C([H])C([H])=C3C2=O
Compound_9043,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,ClC1=C([H])C([H])=C([H])C([H])=C1N2SC3=C([H])C([H])=C([H])C([H])=C3C2=O
